version=1.0.0;;;;;;;;;;;;;
asin;ean.value;ean#2.value;ean#3.value;ean#4.value;ean#5.value;ean#6.value;ean#7.value;ean#8.value;ean#9.value;ean#10.value;ean#11.value;ean#12.value;ean#13.value
B00BLTE87K;3536403341770;0751492555720;0071030501751;;;;;;;;;;
B00J9C2JDG;0885370874938;0885370874952;;;;;;;;;;;
B00YECYUVK;4719072385897;;;;;;;;;;;;
B004ZS8XX4;8806071526966;;;;;;;;;;;;
B019RYGVLQ;4712900244106;;;;;;;;;;;;
B00PUMFNCI;4716659842552;;;;;;;;;;;;
B007MLPG2M;4716659137276;;;;;;;;;;;;
B00FW7YQSS;4719331339104;4719331339081;;;;;;;;;;;
B0072X916M;4719331836122;;;;;;;;;;;;
B00C841QOA;4716659412311;5053973442471;;;;;;;;;;;
B005JI5B9I;4711140878034;;;;;;;;;;;;
B004SAMMOA;4719543179116;;;;;;;;;;;;
B007KHROSC;4719331806156;;;;;;;;;;;;
B005AKK02S;0730143272445;;;;;;;;;;;;
B00K3HXXKY;4716659734123;;;;;;;;;;;;
B00Z7C9YNK;4719072404086;;;;;;;;;;;;
B0017LR5IG;4260070121401;;;;;;;;;;;;
B004EEH7WW;4719543360132;;;;;;;;;;;;
B0050BG4FE;4719543180969;;;;;;;;;;;;
B00CPE14VS;4719512037997;;;;;;;;;;;;
B0083H2SNE;4716659155454;;;;;;;;;;;;
B015WBNCQ0;4719072421519;;;;;;;;;;;;
B0013YD1PS;6935364020347;3548383172183;;;;;;;;;;;
B00CU9GOAO;4719331320195;0818313017642;;;;;;;;;;;
B004TMHW6K;4719331311070;;;;;;;;;;;;
B0047X0QG4;4260070122491;4050196383506;;;;;;;;;;;
B0099AOAP8;4719072273309;4719072292164;;;;;;;;;;;
B007KZQEPS;4719543185261;;;;;;;;;;;;
B00D5Q9UW0;4719331816414;;;;;;;;;;;;
B00CXL3EI4;4712196782023;;;;;;;;;;;;
B00PUMZPY4;8714574625225;;;;;;;;;;;;
B005LDM40U;5054063070161;5099206028937;;;;;;;;;;;
B0051AUYJ6;4719331816278;;;;;;;;;;;;
B00B4BLY5O;8806085374836;;;;;;;;;;;;
B004YVBU2S;4719543178652;;;;;;;;;;;;
B00I6D0KMG;4716659649946;;;;;;;;;;;;
B001FGGXPO;5099206011779;;;;;;;;;;;;
B009L3I29I;4716659316404;;;;;;;;;;;;
B008VZROK0;4719072271053;;;;;;;;;;;;
B00F33Y582;0887942518325;;;;;;;;;;;;
B004USK1VQ;4719512030905;;;;;;;;;;;;
B00BIGAC5I;4716659393641;;;;;;;;;;;;
B00969DLKW;5099206040045;5053106717834;5053460865028;;;;;;;;;;
B00GI3DT24;4895106267992;;;;;;;;;;;;
B0053GR9QY;4719543181423;;;;;;;;;;;;
B00I5UOOGS;4716659653684;;;;;;;;;;;;
B005G3VUD2;4719512031407;;;;;;;;;;;;
B009L3HV7M;4716659310808;;;;;;;;;;;;
B009FY5OU8;8806085247413;;;;;;;;;;;;
B00JVMML6E;4719331231422;;;;;;;;;;;;
B009L3HTTM;4716659310785;;;;;;;;;;;;
B004057D9C;0606449066852;;;;;;;;;;;;
B003RUBQ8U;0606449068191;;;;;;;;;;;;
B008UKT666;0606449085501;;;;;;;;;;;;
B004WAQ6HU;0606449078060;5052711665394;;;;;;;;;;;
B00D388T3Q;4719331324179;0341753465334;;;;;;;;;;;
B01N6EXFVZ;4719072488147;;;;;;;;;;;;
B01JM2DFLC;0778656072183;8809519471491;;;;;;;;;;;
B00FXBHBLM;4719331839093;;;;;;;;;;;;
B005FE52X6;4711140877877;;;;;;;;;;;;
B00VHKM0E6;4719072391775;;;;;;;;;;;;
B00OVT2U2C;5060223135519;5054629525913;4948570113378;;;;;;;;;;
B015GGZ9JO;4719072409708;;;;;;;;;;;;
B0025B0ENK;5704327688723;4948382599513;0884420282068;;;;;;;;;;
B013VZHP6C;4719072409449;;;;;;;;;;;;
B014IN0MTS;4719072416652;;;;;;;;;;;;
B00B1RZDRQ;8806085463035;;;;;;;;;;;;
B00P9GL0TK;4719072365714;;;;;;;;;;;;
B01MEGL69H;4719072481407;;;;;;;;;;;;
B01LX3NMFS;4719072480431;;;;;;;;;;;;
B01N5KKL0O;4713392916052;;;;;;;;;;;;
B0085820QQ;4719512036297;;;;;;;;;;;;
B00AP0DFUM;4719072267858;;;;;;;;;;;;
B00CBVL02I;4719072291228;;;;;;;;;;;;
B00R3JMVEY;4713147630158;;;;;;;;;;;;
B013WM5MUA;4712900129946;;;;;;;;;;;;
B00JNAY1OO;4716659718123;;;;;;;;;;;;
B00N5J2H6S;4719331832216;;;;;;;;;;;;
B004ZHC1X8;4719072224332;;;;;;;;;;;;
B071229PDM;;;;;;;;;;;;;
B00896299W;4719072266509;;;;;;;;;;;;
B005G50EOQ;4895106260238;;;;;;;;;;;;
B00KBCIBTO;4719331818272;;;;;;;;;;;;
B00KBCGZN8;4719331818265;;;;;;;;;;;;
B07Q129J5W;4895147134321;;;;;;;;;;;;
B00LGGD5N6;4719072343613;;;;;;;;;;;;
B008DUNKZ6;4716659177289;;;;;;;;;;;;
B00B4AOWDQ;4719072280260;;;;;;;;;;;;
B00GUCHYZQ;4719072310776;;;;;;;;;;;;
B00GKEXFL6;4719072308773;;;;;;;;;;;;
B00LM5QI8A;4719072343538;;;;;;;;;;;;
B00S63SASW;4719072374440;;;;;;;;;;;;
B01M74ZXWA;4719072483555;;;;;;;;;;;;
B00KB0CX18;4716659733461;;;;;;;;;;;;
B00KB0CWEQ;4716659733454;;;;;;;;;;;;
B00FDMR6SY;4716659585053;;;;;;;;;;;;
B01LNLSO3Y;4719072477431;;;;;;;;;;;;
B01N7VA55S;4719072503932;;;;;;;;;;;;
B00ZC438NA;4719072397142;;;;;;;;;;;;
B00QB9O1PY;4719072380311;;;;;;;;;;;;
B00O3OXLKU;4056203039763;4948570113699;;;;;;;;;;;
B00F3ASPDQ;4719072302160;;;;;;;;;;;;
B009FY5WYQ;8806085247512;;;;;;;;;;;;
B019W1HB3G;4719072437961;;;;;;;;;;;;
B01N1QFE8Z;4719072484996;;;;;;;;;;;;
B016OJZAW8;4719072423544;;;;;;;;;;;;
B01MUCWIC0;4719072503239;;;;;;;;;;;;
B00OCFMJSK;4716659871231;;;;;;;;;;;;
B00O2ZVN2I;4713147547999;;;;;;;;;;;;
B00IOF8DM0;4719072324186;;;;;;;;;;;;
B00EYDTSPC;4719331803148;;;;;;;;;;;;
B009KPJ1BU;4719331837136;0818313016027;;;;;;;;;;;
B0063UQC5S;4719331837112;;;;;;;;;;;;
B016AWALL4;4712900098990;;;;;;;;;;;;
B01M1NTZCS;4549292064865;;;;;;;;;;;;
B00GWKYD9G;5055288428560;5055288423626;;;;;;;;;;;
B002K23V1Q;0740617148367;;;;;;;;;;;;
B00FEPX3Y6;4719331547721;;;;;;;;;;;;
B004T88PZ6;3700085655238;;;;;;;;;;;;
B00E5ZAB6Y;4719072302177;;;;;;;;;;;;
B06X3T2R3G;4713392930300;;;;;;;;;;;;
B00P37B5L8;4719072368128;;;;;;;;;;;;
B00XVN70B0;4719072395032;;;;;;;;;;;;
B008F65MO0;0675901159593;0735858245913;5032037040426;5032037040433;;;;;;;;;
B076SN1Q8D;4711174722952;;;;;;;;;;;;
B0050FBJ8C;5099206028449;;;;;;;;;;;;
B01M3XQ4ME;4549292065121;;;;;;;;;;;;
B00CALYCKG;4960999915937;;;;;;;;;;;;
B01M04LYHM;5060301693252;;;;;;;;;;;;
B01LZSYR92;5060301693306;;;;;;;;;;;;
B001UJGUB8;4260070121920;;;;;;;;;;;;
B00B7I8HZ4;0012303902349;5032037047845;0675901199476;7887117150940;0521227297009;0735858255028;7123290451673;;;;;;
B002L5SAP4;3700085652350;;;;;;;;;;;;
B004U4LQ7I;4988648770324;0301100087947;8853702495146;0151902999340;0885370249514;;;;;;;;
B00M458XGW;4716659775805;4716659667339;;;;;;;;;;;
B01CZXYCN0;4719072450953;;;;;;;;;;;;
B00INMXMZC;4719331806231;5052184123032;5054629416532;;;;;;;;;;
B01K9LB7KQ;4719072460617;;;;;;;;;;;;
B076JC6ZZK;4712900767360;;;;;;;;;;;;
B06X158PYV;4712900561272;;;;;;;;;;;;
B01AHRR0UI;4719072443375;;;;;;;;;;;;
B0085UB7R2;4719331123307;;;;;;;;;;;;
B01D4DGXB4;4719072456863;;;;;;;;;;;;
B010EJFG0A;4719072398231;;;;;;;;;;;;
B01MR4P8XF;4719072503758;;;;;;;;;;;;
B014JM7SIG;4712900192995;;;;;;;;;;;;
B00CM7JM4E;0886227385065;;;;;;;;;;;;
B01JP80DBI;8886419332015;;;;;;;;;;;;
B011N745TK;0885370986983;;;;;;;;;;;;
B00EPRFMW0;4719331831165;;;;;;;;;;;;
B071XWBPPM;4712900727098;;;;;;;;;;;;
B013GOS6IO;4719072415327;;;;;;;;;;;;
B00ZU1Z7FW;8886419330868;7426044665693;;;;;;;;;;;
B018UF1QMM;4719331847203;0889523003671;;;;;;;;;;;
B015R53ZX6;8714574632629;;;;;;;;;;;;
B075NG1R5Z;4719072540418;;;;;;;;;;;;
B01KIDFPDA;4719072470265;;;;;;;;;;;;
B01LXY6FNP;4712900615876;4712900540802;;;;;;;;;;;
B00H2GQPEK;4716659580447;;;;;;;;;;;;
B009D79Z9I;0843591029421;;;;;;;;;;;;
B075DH8RKM;4719072530815;;;;;;;;;;;;
B00F6S0XL2;0843591043908;5054230520543;;;;;;;;;;;
B00O7GTY1E;4716659873266;;;;;;;;;;;;
B004I5UDO6;4719543359402;;;;;;;;;;;;
B07DJ6JJF7;4712900969856;;;;;;;;;;;;
B01KIDFWXI;4719072471019;;;;;;;;;;;;
B0193QLT8I;4719072435332;;;;;;;;;;;;
B0131GA4WI;4719072412814;0824142119792;;;;;;;;;;;
B00F4J5D9K;0824142015926;4719072313111;;;;;;;;;;;
B011LXJ7TO;4719072398255;;;;;;;;;;;;
B00V4V4SFC;4053162807662;4719072390877;;;;;;;;;;;
B008RPZ5SC;0610839188499;4719543188491;2246589245953;;;;;;;;;;
B01LZ55BFQ;4712900441574;;;;;;;;;;;;
B015Y01P6I;4712900162967;;;;;;;;;;;;
B07N8CXHMV;4718755078088;;;;;;;;;;;;
B009O70C3A;5053460870619;0606449086867;;;;;;;;;;;
B00L3B8Z48;4716659772453;;;;;;;;;;;;
B0793NBHPW;4712900914764;;;;;;;;;;;;
B01ARHBG6W;4719072447304;;;;;;;;;;;;
B01BTRR2YE;4712900261967;;;;;;;;;;;;
B01GELBQ7Y;4719072467838;;;;;;;;;;;;
B00T2FFI7O;4719331241810;;;;;;;;;;;;
B01KIDGFVQ;4719072471057;;;;;;;;;;;;
B07GRJHHYK;4718017093187;;;;;;;;;;;;
B00V3MZ9FA;4719072390860;;;;;;;;;;;;
B00HR7DPDS;5054629709160;4716659629993;;;;;;;;;;;
B013SLCG2C;5099206058019;;;;;;;;;;;;
B01787D1YE;4058154031827;0885370992700;;;;;;;;;;;
B00IDI9VHE;8809213766046;;;;;;;;;;;;
B005TEPB74;0884102011634;8841020116348;4719512031339;;;;;;;;;;
B00T4V0ILC;4719512047859;;;;;;;;;;;;
B001PS4NWW;6935364030490;;;;;;;;;;;;
B07DF7X8Y7;8886419382690;;;;;;;;;;;;
B005G3VUGE;4719512031414;;;;;;;;;;;;
B0087DJUFS;4719512036143;;;;;;;;;;;;
B01A7FXJ6E;5060301693009;;;;;;;;;;;;
B00766XJOA;4719512035481;;;;;;;;;;;;
B0030DL37I;0191120101187;5054565107761;4719512016312;;;;;;;;;;
B002RKZ6QY;0884420306191;;;;;;;;;;;;
B014KH8FFA;5099206058040;;;;;;;;;;;;
B0027CELS6;4719512015445;;;;;;;;;;;;
B0745DKZDQ;0824142149607;4719072529178;;;;;;;;;;;
B003W9B4H4;7744771049679;0085854220118;;;;;;;;;;;
B01CBYMSRA;4719692009630;0848354019633;;;;;;;;;;;
B07GYJ7CKV;4711246874398;;;;;;;;;;;;
B07C1YTYN8;5032037121675;;;;;;;;;;;;
B07P9TSQ2X;7340172701293;;;;;;;;;;;;
B071NM45CK;0740617268263;7331021051416;;;;;;;;;;;
B005NYOHI4;0649528754189;;;;;;;;;;;;
B07FNTHXH3;4718017076432;;;;;;;;;;;;
B07L5DJFVK;3700085612989;;;;;;;;;;;;
B074VGRJB7;4719072520809;8592457122753;;;;;;;;;;;
B0143UM4TC;4053162965775;0843591070454;6907502582567;;;;;;;;;;
B074WB4GDP;7350041085164;;;;;;;;;;;;
B07H6T8JMJ;7340172700142;;;;;;;;;;;;
B07D713B6T;4719072559632;;;;;;;;;;;;
B07JWB5BSP;0843591035453;;;;;;;;;;;;
B01FHMGRX4;4719072460242;;;;;;;;;;;;
B0746P6L45;0766907918410;;;;;;;;;;;;
B078XPZ8ZY;4719512068526;;;;;;;;;;;;
B07R3TT62L;4719072631246;;;;;;;;;;;;
B079YFV2MJ;8886419382072;;;;;;;;;;;;
B00F6S0XK8;5054230103593;0843591043915;;;;;;;;;;;
B075KJ51MX;4712900829723;;;;;;;;;;;;
B00JKDN6RW;5099206052123;0758710775380;0758710775403;;;;;;;;;;
B07B4FQ13X;0843591077590;;;;;;;;;;;;
B01M0CZ83K;0843591095600;;;;;;;;;;;;
B00P7TPYDM;0843591055697;4056572724130;8435910556972;7426702913968;;;;;;;;;
B00OI93YKC;3760230670714;;;;;;;;;;;;
B007TG8QRW;5054484468271;0843591022408;;;;;;;;;;;
B077HDH76X;0843591064910;;;;;;;;;;;;
B013FOMTV0;4712900087666;;;;;;;;;;;;
B07C9JB68N;4712900973990;;;;;;;;;;;;
B077H83H2V;0843591028530;;;;;;;;;;;;
B01HKF438C;0843591090773;;;;;;;;;;;;
B079FV66JM;4719692019479;;;;;;;;;;;;
B00UQSAXZI;4716659971849;0886227971848;4053162869028;;;;;;;;;;
B01AG9F0G8;0649528774323;0649528774262;;;;;;;;;;;
B07K63GCVR;4718017106443;;;;;;;;;;;;
B01I1REXME;0889349391112;4712900391114;;;;;;;;;;;
B07D7MK6WB;5060301694174;;;;;;;;;;;;
B07MZZTGB1;7340172701446;;;;;;;;;;;;
B06XQ3V8G7;5099206070776;;;;;;;;;;;;
B06XWS3PHV;4544438014483;4718755067778;;;;;;;;;;;
B07H4NYFVG;4719512070109;;;;;;;;;;;;
B07HSCR1LV;4719072594534;;;;;;;;;;;;
B079Z44517;0190781160380;0190781160373;0190781160397;0190781160366;0190781160410;0190781160359;0190781160403;0190781160427;;;;;
B079FRYT43;4719692019233;;;;;;;;;;;;
B0776QQMV7;5060301693955;;;;;;;;;;;;
B07G146LJQ;4711246872516;;;;;;;;;;;;
B078VJTCBL;4712900831177;;;;;;;;;;;;
B07HGHWV3B;4718017039635;;;;;;;;;;;;
B003CZATG0;0808736844802;0884962780602;0808736844819;0808736844772;0884962780985;0808736844758;;;;;;;
B0001CLYCK;0193808916441;0193808916427;0808736549875;0193808916434;0998243124037;0193808916410;;;;;;;
B01N0EL02C;8714574645636;;;;;;;;;;;;
B002RL0XEI;0884420306214;0193808117794;0193808117800;0193808117817;0065030835572;;;;;;;;
B000075AM4;8714574926704;0750845726275;5901289140270;4960999864761;;;;;;;;;
B015YPB6HQ;4058154036464;6907502583076;0649528773357;;;;;;;;;;
B002LSMLZQ;4719331183806;;;;;;;;;;;;
B01BDKU40G;0840046034191;4718755062667;;;;;;;;;;;
B01AUSEBHE;4719331851170;4719331801182;;;;;;;;;;;
B071SJ61SZ;4712900703399;;;;;;;;;;;;
B06ZZYL8FG;4712900724493;;;;;;;;;;;;
B01M3TR08L;4712900578126;;;;;;;;;;;;
B00GD5D1L6;2273724109313;5052916765929;5425656161106;7406172259070;5054484540601;5052183899006;5054533540606;5054629386842;0740617225907;;;;
B01HMDRY7E;4712900455052;;;;;;;;;;;;
B072ZKXL8K;0740617264999;;;;;;;;;;;;
B01FM3GJ9A;0740617257724;;;;;;;;;;;;
B000NOSAXW;8849627805894;0808736844529;4056104688770;0808736844567;4054828780534;5051964172000;0884962780954;0808736844628;0808736844543;0884962780589;4052305080399;0808736844598;0808736844550
B07B9232BZ;4713213512470;;;;;;;;;;;;
B07BR7VYRM;4712900992502;;;;;;;;;;;;
B07B92LMLD;0649528785411;0649528785435;;;;;;;;;;;
B07M64R4CR;0718037865386;;;;;;;;;;;;
B071VCQD83;0649528782540;;;;;;;;;;;;
B07C9H8MHD;0718037859057;;;;;;;;;;;;
B07B41717Z;0730143309189;0065030872683;;;;;;;;;;;
B071G4D1Z9;4712900767933;;;;;;;;;;;;
B0157V5TS4;3540260148410;4718755060809;;;;;;;;;;;
B01F9G43WU;6196591467262;0619659146726;;;;;;;;;;;
B07FPNGS5C;4711246873544;;;;;;;;;;;;
B01MSLC2CW;4717964406019;;;;;;;;;;;;
B07JVWY7SJ;4718017138956;;;;;;;;;;;;
B07MFQXTFP;4711246875678;4711246874756;;;;;;;;;;;
B00HY77URI;4948570112975;;;;;;;;;;;;
B07791TXY6;4719692018625;;;;;;;;;;;;
B07JVP6B25;4718017052436;;;;;;;;;;;;
B0015YCS1O;8087368391980;0193808111556;0193808111532;0193808111570;0193808111549;0808736839198;0193808111587;0193808111563;;;;;
B002LB8XL4;6935364054007;;;;;;;;;;;;
B00B7TP17U;5052916601302;5054533713673;5053973013381;3536401463023;5053973983981;5054484713678;;;;;;;
B01C3FFOHS;0843591057974;;;;;;;;;;;;
B00L66Y530;4719072339159;;;;;;;;;;;;
B004LNVMFO;4719331353100;;;;;;;;;;;;
B000T9PP8E;4711140874876;;;;;;;;;;;;
B000075ALQ;4960999007335;;;;;;;;;;;;
B071HVQR61;4713883091596;;;;;;;;;;;;
B00BP6T2IE;4719072289560;;;;;;;;;;;;
B01C8V38SO;0843591087391;;;;;;;;;;;;
B008YO72U0;4895173600319;;;;;;;;;;;;
B0731DFV68;4713883319454;;;;;;;;;;;;
B00HMZXZEO;4713147213795;;;;;;;;;;;;
B0058HBKAO;4719072228538;;;;;;;;;;;;
B007ZNC7W4;4719072262709;;;;;;;;;;;;
B009LT8K26;4719072277741;;;;;;;;;;;;
B007PPXV9U;6940017342516;;;;;;;;;;;;
B0776SQPVL;4719072539719;;;;;;;;;;;;
B003UMELZ0;0606449070699;;;;;;;;;;;;
B00GNE0CHI;0818313019196;0782050859134;4719331344115;;;;;;;;;;
B074KD381Q;8886419343813;;;;;;;;;;;;
B07MFR8JSH;4718755077722;;;;;;;;;;;;
B00STBIFIQ;4713147538300;;;;;;;;;;;;
B01DNV5W32;4719072458379;;;;;;;;;;;;
B01N2BDYSG;4719072507428;;;;;;;;;;;;
B013SOPYS2;4719072411848;;;;;;;;;;;;
B019SEWXZI;4712900262001;;;;;;;;;;;;
B017N7Y51W;4712900174694;;;;;;;;;;;;
B01EH6JGIO;4712900374841;;;;;;;;;;;;
B00K6CRIZ2;4716659702191;;;;;;;;;;;;
B00ITVKTO4;4716659658344;;;;;;;;;;;;
B00S1IQIP4;4719072382278;;;;;;;;;;;;
B0171NHC18;4719072419813;;;;;;;;;;;;
B014R8F4U6;4719072412722;;;;;;;;;;;;
B0060JBTT6;4719072237967;;;;;;;;;;;;
B00B0U0ZV8;4719072280055;;;;;;;;;;;;
B004KW5ARC;4719543366707;;;;;;;;;;;;
B00E5ZAPXS;4716659538028;;;;;;;;;;;;
B009O40UJO;0730143302869;7301433028696;0730143302876;;;;;;;;;;
B008HV63NM;4895106263758;;;;;;;;;;;;
B00GBUBVDS;4719072312695;;;;;;;;;;;;
B00CGXE8JS;4716659472162;;;;;;;;;;;;
B00A1572FK;4895106265028;;;;;;;;;;;;
B00971YHIY;0885370414080;;;;;;;;;;;;
B00ZCBDVW6;0778656067745;;;;;;;;;;;;
B004UBYXQ2;4719072215163;;;;;;;;;;;;
B00B2X3G6O;4895173600876;;;;;;;;;;;;
B00OBVJQU4;4713147510320;;;;;;;;;;;;
B00ZUE6DRK;4719512047798;;;;;;;;;;;;
B0757491TF;4713883243070;;;;;;;;;;;;
B07DJBGJ5Y;4719072567989;;;;;;;;;;;;
B007ZMTPSO;4897022329495;;;;;;;;;;;;
B005DPQBTQ;4716872100149;;;;;;;;;;;;
B00SKSXVLE;4719331351182;;;;;;;;;;;;
B00N98RXQO;5054629653623;4053162745780;4716659892274;;;;;;;;;;
B01AWH068Q;0807035642874;5057103006243;0809395424572;4712900153668;4054842096666;;;;;;;;
B007PBJG8E;3536401514091;;;;;;;;;;;;
B00840W5S8;6935364031725;0168141321917;;;;;;;;;;;
B00IW99S4A;4719331807399;0818313019554;;;;;;;;;;;
B01AIOTU6C;4711174722235;;;;;;;;;;;;
B00ZANF63S;7350041082644;;;;;;;;;;;;
B075S7XH6Q;4711140480053;;;;;;;;;;;;
B00RK57TAM;5060301691654;;;;;;;;;;;;
B073SX44NX;4712900561425;;;;;;;;;;;;
B06X3W9NGG;0730143308342;;;;;;;;;;;;
B0029R7PQY;0606449064612;;;;;;;;;;;;
B00GEUINCC;4260070123917;;;;;;;;;;;;
B075NGKVKC;4719072540364;;;;;;;;;;;;
B018WJPHKI;4719512048238;6928968302193;5054629939741;;;;;;;;;;
B0091JJZFM;8809213763793;;;;;;;;;;;;
B01MUCHGWA;4719512058459;;;;;;;;;;;;
B01N7A875X;4719512055625;;;;;;;;;;;;
B078T13XS2;8886419371489;;;;;;;;;;;;
B00EUPV2RQ;0734911366107;5054629608036;5054533495999;5054484495994;0611104401015;8435910459570;7427457389381;0809185328479;0803982750693;5054531486678;5054230230466;0809385177662;0843591045957
B00K6E8ACU;0766907755527;0809394443444;5054629648179;;;;;;;;;;
B073ZK61R6;4719512056448;;;;;;;;;;;;
B01MSZEB4W;4719512054406;;;;;;;;;;;;
B00416Q5KI;6935364050542;;;;;;;;;;;;
B017YUCAXS;4712900108439;;;;;;;;;;;;
B005OPLG0O;4718755031823;;;;;;;;;;;;
B00KO22VRE;4719331319144;;;;;;;;;;;;
B00006JZZ0;0808736152518;;;;;;;;;;;;
B005T3GRNW;7636490025914;;;;;;;;;;;;
B00CSH1LHY;5032037050135;;;;;;;;;;;;
B00F0IJ5X0;5032037055444;;;;;;;;;;;;
B0009V29UO;5031713027423;;;;;;;;;;;;
B00KX3TLF4;0740617232547;;;;;;;;;;;;
B0058HUQJ0;4711140877655;;;;;;;;;;;;
B00BJOA8QC;4977766717984;;;;;;;;;;;;
B01BPKF2YC;4719072448394;;;;;;;;;;;;
B007N152BQ;4719072260156;4719072257415;;;;;;;;;;;
B07DLQ6X7J;4948570115693;;;;;;;;;;;;
B00MRVJY1G;0606449103328;;;;;;;;;;;;
B078XZ95Z6;4712900913828;;;;;;;;;;;;
B013XQ87C0;4719072416515;;;;;;;;;;;;
B073XGGBDL;4719331301866;;;;;;;;;;;;
B00ENCTVDS;4716659472506;0886227479627;;;;;;;;;;;
B00LMBTO7Q;8435910527408;5054531101335;5425656011005;0843591052740;4056572724055;;;;;;;;
B00F6S10MI;0843591043823;;;;;;;;;;;;
B01MDM3WI5;7106784940303;0718037852966;;;;;;;;;;;
B01FJ4UL2S;0740617252897;;;;;;;;;;;;
B00WGD2958;4712900017670;;;;;;;;;;;;
B01N6UICU9;4712900616538;;;;;;;;;;;;
B00C9TECFO;0718037800592;5711045671609;5052916635437;4053162344907;0112840369701;;;;;;;;
B01N4KIUWM;4719072490072;;;;;;;;;;;;
B00K9JMXQQ;4719072342999;;;;;;;;;;;;
B00KPRWB9G;0675901296571;5032037066013;0735858286022;;;;;;;;;;
B01N3KYJK8;4719072475901;4719072481667;;;;;;;;;;;
B013GZ5RMQ;4056572733767;0843591070409;;;;;;;;;;;
B07D8ZL3DY;4712900970234;;;;;;;;;;;;
B01EH6I08Q;4712900353464;;;;;;;;;;;;
B01JLG7HOK;4719331330262;;;;;;;;;;;;
B01CUC11WG;4719072450922;;;;;;;;;;;;
B01JSDA478;4719072468767;;;;;;;;;;;;
B013T4PN28;0843591053068;4056572725342;5054629939796;;;;;;;;;;
B01LWX9NB3;0889842106886;;;;;;;;;;;;
B01M6C84VR;4712900533637;;;;;;;;;;;;
B002IUI8TU;4719331193379;;;;;;;;;;;;
B00NWDJX0A;5052184746385;5904250012903;5054242244420;4719331833220;0818313022042;;;;;;;;
B00LA77EPQ;7350041082569;;;;;;;;;;;;
B00570IK82;4260070122811;;;;;;;;;;;;
B073VKXDLY;0085854240826;;;;;;;;;;;;
B0725Z5K3P;4713883100885;;;;;;;;;;;;
B01N9NZFOM;4719072496227;;;;;;;;;;;;
B01AWC3FVQ;4712900330274;;;;;;;;;;;;
B071CP4MPX;0735858338875;4712900696295;;;;;;;;;;;
B0126R44FG;4139052345787;4056572772957;0809395310509;0889349115510;7426901114180;3609920144725;5712505609330;0807034901583;4053162931244;5054629823101;2150000001311;4712900115512;
B01MY4L5ED;4719072490607;;;;;;;;;;;;
B003U506QU;5099206024830;;;;;;;;;;;;
B000B8TIZY;4960999273402;;;;;;;;;;;;
B001EX1FRE;4960999577494;;;;;;;;;;;;
B00N4OOORO;4549292003772;;;;;;;;;;;;
B0015YCRZG;0193808111358;8087368391744;0193808111396;0193808111372;0065030826624;0193808111402;0193808111389;0808736839174;0193808111365;0882736839174;;;
B017VR3Z7E;4712900191653;;;;;;;;;;;;
B01AV168FS;0718037845470;0779184221869;;;;;;;;;;;
B013HNYV42;0718037840154;;;;;;;;;;;;
B00NHDDXN8;5054629563748;8862278270606;4716659827061;;;;;;;;;;
B07GLJNT4Q;4713213513729;;;;;;;;;;;;
B0775JBB87;4719331802479;;;;;;;;;;;;
B06W9JXK4G;0730143308366;;;;;;;;;;;;
B01L1V1GJK;4712900325454;;;;;;;;;;;;
B07HFR4CR4;4718017137539;;;;;;;;;;;;
B07KV4JN4C;0730143309363;;;;;;;;;;;;
B00YSL9H92;0886227987467;4716659987468;;;;;;;;;;;
B07BR83J43;4712900906073;;;;;;;;;;;;
B07MZZZ523;7340172701453;;;;;;;;;;;;
B07BRCXF8X;4719072562823;;;;;;;;;;;;
B01MR7S90L;4717964407856;;;;;;;;;;;;
B07G1GW5PH;4711246873506;;;;;;;;;;;;
B07NSX3G1R;4719072551414;;;;;;;;;;;;
B07MXCHLHH;4719072611453;;;;;;;;;;;;
B07FK4DVN8;4712900969924;;;;;;;;;;;;
B07HM4RBSB;4713883816328;;;;;;;;;;;;
B01F6SLSQU;4718755063183;;;;;;;;;;;;
B07GJF955D;4711246874404;;;;;;;;;;;;
B07P2S1TDN;3700085612972;;;;;;;;;;;;
B076F4LKP1;4719512064733;0884102037405;;;;;;;;;;;
B001FZDBOQ;4712089580866;;;;;;;;;;;;
B07PMRT2VW;4718017125574;;;;;;;;;;;;
B079S57FYX;4719072547387;;;;;;;;;;;;
B07R3DNWNN;4719072641795;;;;;;;;;;;;
B005LDLP8W;0021111523745;0649528754202;;;;;;;;;;;
B07MWSVNPV;4718017199780;;;;;;;;;;;;
B07GXNVWJX;4713883816816;;;;;;;;;;;;
B07JJ687PP;4719331303754;;;;;;;;;;;;
B01N233433;5060301693467;;;;;;;;;;;;
B00L6AXHYO;0843591049603;;;;;;;;;;;;
B00EP0C8K6;0649528765451;5054230728895;0649528767998;;;;;;;;;;
B0123ZBPDA;0843591069663;7594005898012;;;;;;;;;;;
B002SZEOLG;6935364050467;;;;;;;;;;;;
B015XQL3S8;5060301692934;;;;;;;;;;;;
B01NAH9B14;4718755066702;;;;;;;;;;;;
B06XKXHZ17;4719072512279;;;;;;;;;;;;
B01NCON196;4712900580655;;;;;;;;;;;;
B00EDIHKJE;0393648059555;4719331829254;0818313018076;;;;;;;;;;
B004NY9UV4;0085854221764;3609740010088;0791836688776;;;;;;;;;;
B07CHBB9G7;4719072566517;;;;;;;;;;;;
B001F0QS5A;0883585695782;;;;;;;;;;;;
B003MVJ36Q;8715946624662;8715946465432;;;;;;;;;;;
